step_id,model_type,scenario_id,latency_ms,emotional_valence,coherence_score,planning_effectiveness,behavioral_alignment,fact_recall,rule_adherence,persona_consistency,emotional_trajectory,sensory_integration,decision_consistency,memory_hits
3,Baseline,The_Thanksgiving_Reconciliation,3194.3124,0.5,9,3,3,5,3,8,5,2,6,0
4,BrainCEMISID,The_Thanksgiving_Reconciliation,18445.3847,0.8212,7,2,2,3,2,6,4,2,3,2
4,Brain_No_Memory,The_Thanksgiving_Reconciliation,10447.1759,0.8212,7,4,3,0,3,7,6,2,5,2
4,Brain_No_Emotion,The_Thanksgiving_Reconciliation,15686.2947,0,8,4,3,5,5,6,3,2,6,2
4,Baseline,The_Thanksgiving_Reconciliation,3854.2689,0.5,2,3,4,2,2,1,5,2,7,0
5,BrainCEMISID,The_Thanksgiving_Reconciliation,17655.5621,0.8356,9,10,10,3,10,9,8,4,10,2
5,Brain_No_Memory,The_Thanksgiving_Reconciliation,10216.4504,0.8356,7,9,10,0,9,9,6,1,9,2
5,Brain_No_Emotion,The_Thanksgiving_Reconciliation,16549.3247,0,6,9,10,3,10,6,3,2,9,2
5,Baseline,The_Thanksgiving_Reconciliation,4313.4141,0.5,8,7,4,2,10,3,3,1,8,0
6,BrainCEMISID,The_Thanksgiving_Reconciliation,19107.2982,0.77424,9,3,3,7,8,10,9,9,9,2
6,Brain_No_Memory,The_Thanksgiving_Reconciliation,10810.8799,0.77424,8,2,10,5,8,10,10,5,8,2
6,Brain_No_Emotion,The_Thanksgiving_Reconciliation,15885.4912,0,8,2,3,5,3,7,4,4,5,2
6,Baseline,The_Thanksgiving_Reconciliation,4238.1489,0.5,6,5,2,7,2,2,3,4,5,0
7,BrainCEMISID,The_Thanksgiving_Reconciliation,18352.2676,0.787272,4,2,2,2,2,7,5,2,3,2
7,Brain_No_Memory,The_Thanksgiving_Reconciliation,9818.196,0.787272,4,6,2,3,4,1,4,1,3,2
7,Brain_No_Emotion,The_Thanksgiving_Reconciliation,16684.1759,0,3,4,2,5,2,5,7,6,4,2
7,Baseline,The_Thanksgiving_Reconciliation,4022.9192,0.5,6,4,3,10,4,7,7,4,5,0
8,BrainCEMISID,The_Thanksgiving_Reconciliation,17827.5355,0.7911816,8,7,7,3,10,9,8,4,9,2
8,Brain_No_Memory,The_Thanksgiving_Reconciliation,10847.0815,0.7911816,8,7,6,2,9,10,8,5,8,2
8,Brain_No_Emotion,The_Thanksgiving_Reconciliation,15934.1999,0,6,5,3,8,10,1,1,2,7,2
8,Baseline,The_Thanksgiving_Reconciliation,4056.0864,0.5,9,7,4,8,10,3,4,5,9,0
9,BrainCEMISID,The_Thanksgiving_Reconciliation,16499.8603,0.74882712,8,2,3,4,2,3,4,7,5,2
9,Brain_No_Memory,The_Thanksgiving_Reconciliation,10254.5381,0.74882712,8,8,10,3,9,10,9,6,9,2
9,Brain_No_Emotion,The_Thanksgiving_Reconciliation,14149.2378,0,9,3,8,4,3,8,8,5,9,2
9,Baseline,The_Thanksgiving_Reconciliation,4018.6517,0.5,5,4,2,2,3,1,1,1,3,0
10,BrainCEMISID,The_Thanksgiving_Reconciliation,19200.182,0.839530848,9,2,2,3,2,9,6,4,9,2
10,Brain_No_Memory,The_Thanksgiving_Reconciliation,11039.0312,0.839530848,7,3,2,6,2,9,8,5,4,2
10,Brain_No_Emotion,The_Thanksgiving_Reconciliation,16275.0279,0,8,7,8,9,10,1,2,9,10,2
10,Baseline,The_Thanksgiving_Reconciliation,3775.1415,0.5,5,2,1,8,1,9,8,9,4,0
11,BrainCEMISID,The_Thanksgiving_Reconciliation,18172.2424,0.813664128,10,9,10,4,10,10,9,4,10,2
11,Brain_No_Memory,The_Thanksgiving_Reconciliation,10920.3584,0.813664128,8,8,9,5,9,10,9,5,9,2
11,Brain_No_Emotion,The_Thanksgiving_Reconciliation,15952.4479,0,9,7,10,2,10,8,7,2,10,2
11,Baseline,The_Thanksgiving_Reconciliation,3835.4776,0.5,7,5,4,4,3,1,3,1,5,0
12,BrainCEMISID,The_Thanksgiving_Reconciliation,18350.5035,0.7547566993,9,7,7,1,9,9,7,6,9,2
12,Brain_No_Memory,The_Thanksgiving_Reconciliation,10476.886,0.7547566993,7,5,4,0,6,3,5,4,7,2
12,Brain_No_Emotion,The_Thanksgiving_Reconciliation,15842.3015,0,10,7,9,1,10,9,8,6,10,2
12,Baseline,The_Thanksgiving_Reconciliation,3889.9882,0.5,10,10,10,6,10,10,10,4,10,0
13,BrainCEMISID,The_Thanksgiving_Reconciliation,19130.0113,0.7628540196,8,3,3,3,3,9,7,4,8,2
13,Brain_No_Memory,The_Thanksgiving_Reconciliation,11482.1806,0.7628540196,7,4,3,4,2,9,7,4,6,2
13,Brain_No_Emotion,The_Thanksgiving_Reconciliation,16306.3948,0,5,2,2,6,2,3,2,6,2,2
13,Baseline,The_Thanksgiving_Reconciliation,4261.6072,0.5,3,2,2,6,2,8,7,4,7,0
